Program Name,
Description,
Employee ID,0
Comp Set,0
Input Factor,11.0
Input Factor Type,cu/in
Serial Number,0
Customer ID,0

Date,Time,S1,SP,TP,Cycle,Cycle Timer,LCSetpoint,LC Regulate,Step,F1,F2,F3,T1,T3,P1,P2,P3,P4,P5
2026-03-04,17:34:11,1219,1200,456,3,5725,2000,0,160,0.20,1026.0,182.0,1414,779,457,286,447,0,457
2026-03-04,17:34:16,1178,1200,1000,4,0,3000,0,135,55.68,1032.0,20715.0,1426,793,381,284,634,0,3085
2026-03-04,17:34:21,1202,1200,456,1,438,1000,0,157,0.20,1002.0,182.0,1406,756,475,291,448,0,480
2026-03-04,17:34:26,1206,1200,612,2,242,2000,0,157,0.20,1008.0,182.0,1412,768,480,287,447,0,457
2026-03-04,17:34:31,1210,1200,104,4,5549,3000,0,109,0.20,1002.0,81.0,1420,781,480,285,448,0,457
2026-03-04,17:34:36,1184,1200,906,1,287,1000,0,157,0.40,1029.0,182.0,1404,758,457,286,458,0,938
2026-03-04,17:34:41,1189,1200,630,2,225,2000,0,157,0.20,1005.0,182.0,1408,781,469,287,449,0,469
2026-03-04,17:34:46,1212,1200,360,3,258,3000,0,157,0.20,1017.0,81.0,1422,793,457,282,447,0,451
2026-03-04,17:34:51,1189,1200,762,1,2572,1000,0,157,0.20,1017.0,81.0,1406,754,486,292,452,0,457
2026-03-04,17:34:56,1167,1200,924,2,2376,2000,0,157,0.20,1026.0,182.0,1412,768,2070,290,565,0,451
2026-03-04,17:35:01,1202,1200,912,3,805,3000,0,157,0.40,1038.0,81.0,1420,768,2879,290,572,0,369
2026-03-04,17:35:06,1187,1200,1000,1,1887,1000,0,159,57.71,1002.0,20715.0,1402,754,1073,289,495,0,439
2026-03-04,17:35:11,1197,1200,1000,2,1691,2000,0,159,56.09,990.0,20715.0,1404,770,2199,285,567,0,381
2026-03-04,17:35:16,1202,1200,1000,3,1725,3000,0,159,55.08,1011.0,20715.0,1422,793,2932,281,632,0,422
2026-03-04,17:35:21,1184,1200,1000,1,0,0,0,130,56.49,987.0,20715.0,1404,758,439,287,469,0,604
2026-03-04,17:35:26,1202,1200,1000,1,0,1000,0,156,56.29,1005.0,20715.0,1406,758,439,289,492,0,1008
2026-03-04,17:35:31,1189,1200,1000,2,0,2000,0,156,0.40,1002.0,182.0,1418,768,469,289,452,0,480
2026-03-04,17:35:36,1200,1200,776,1,5887,0,0,160,58.92,990.0,20715.0,1402,756,439,291,471,0,645
2026-03-04,17:35:41,1206,1200,384,2,5691,1000,0,160,0.20,1008.0,81.0,1404,768,457,286,446,0,457
2026-03-04,17:35:46,1219,1200,456,3,5725,2000,0,160,0.20,1026.0,182.0,1414,779,457,286,447,0,457
2026-03-04,17:35:51,1178,1200,1000,4,0,3000,0,135,55.68,1032.0,20715.0,1426,793,381,284,634,0,3085
2026-03-04,17:35:56,1202,1200,456,1,438,1000,0,157,0.20,1002.0,182.0,1406,756,475,291,448,0,480
2026-03-04,17:36:01,1206,1200,612,2,242,2000,0,157,0.20,1008.0,182.0,1412,768,480,287,447,0,457
2026-03-04,17:36:06,1210,1200,104,4,5549,3000,0,109,0.20,1002.0,81.0,1420,781,480,285,448,0,457
2026-03-04,17:36:11,1182,1200,1000,1,0,1000,0,159,56.70,996.0,20715.0,1402,754,428,288,493,0,1061
2026-03-04,17:36:16,1189,1200,1000,2,0,2000,0,159,56.90,993.0,20715.0,1408,779,416,282,564,0,2111
2026-03-04,17:36:21,1200,1200,1000,3,0,3000,0,157,42.12,1005.0,20614.0,1424,791,445,283,632,0,2803
2026-03-04,17:36:26,1215,1200,1000,1,2038,1000,0,159,58.32,1020.0,20715.0,1404,756,1067,293,492,0,451
2026-03-04,17:36:31,1223,1200,1000,2,1842,2000,0,159,56.90,1008.0,20715.0,1408,770,2211,290,572,0,410
2026-03-04,17:36:36,1215,1200,1000,3,272,3000,0,159,55.08,1002.0,20715.0,1422,768,3102,285,632,0,422
2026-03-04,17:36:41,1208,1200,1000,1,1354,1000,0,156,57.10,996.0,20715.0,1406,754,1026,289,493,0,428
2026-03-04,17:36:46,1204,1200,1000,2,1158,2000,0,159,55.89,999.0,20715.0,1408,781,2187,285,568,0,416
2026-03-04,17:36:51,1197,1200,1000,3,1191,3000,0,159,55.08,1005.0,20715.0,1422,795,3049,286,640,0,398
2026-03-04,17:36:56,1202,1200,16,1,5505,0,0,160,0.20,1008.0,81.0,1410,758,486,292,451,0,486
2026-03-04,17:37:01,1152,1200,688,2,5842,1000,0,160,48.80,990.0,20614.0,1410,756,486,291,488,0,498
2026-03-04,17:37:06,1200,1200,480,3,5738,2000,0,160,0.40,1011.0,182.0,1414,768,486,288,451,0,486
2026-03-04,17:37:11,1202,1200,636,1,2821,1000,0,157,0.20,1008.0,81.0,1402,754,475,288,450,0,451
2026-03-04,17:37:16,1221,1200,378,2,2758,2000,0,157,0.20,996.0,81.0,1406,768,457,289,448,0,451
2026-03-04,17:37:21,1234,1200,294,3,2658,3000,0,157,0.40,1044.0,182.0,1422,793,457,283,443,0,445
2026-03-04,17:37:26,1193,1200,56,4,5525,3000,0,109,0.40,996.0,182.0,1428,808,445,285,446,0,457
2026-03-04,17:37:31,1217,1200,1000,1,38,1000,0,157,3.24,1041.0,182.0,1404,754,457,289,488,0,1032
2026-03-04,17:37:36,1208,1200,1000,2,0,2000,0,159,0.20,1002.0,81.0,1414,768,486,288,447,0,475
2026-03-04,17:37:41,1206,1200,30,1,0,0,0,130,0.20,1002.0,182.0,1406,754,475,292,452,0,469
2026-03-04,17:37:46,1204,1200,1000,1,0,1000,0,159,57.10,1002.0,20715.0,1400,766,439,289,492,0,1014
2026-03-04,17:37:51,1191,1200,1000,2,0,2000,0,159,56.09,1008.0,20715.0,1408,781,439,283,565,0,2117
2026-03-04,17:37:56,1193,1200,1000,3,0,3000,0,159,55.89,1011.0,20715.0,1420,795,498,284,633,0,2862
2026-03-04,17:38:01,1202,1200,1000,1,1505,1000,0,159,57.30,1014.0,20715.0,1404,756,1038,289,494,0,457
2026-03-04,17:38:06,1172,1200,1000,2,1309,2000,0,159,58.11,966.0,20715.0,1412,768,2146,288,568,0,428
2026-03-04,17:38:11,1210,1200,1000,3,0,3000,0,159,54.87,1002.0,20715.0,1424,779,3085,286,637,0,363
2026-03-04,17:38:16,1221,1200,102,1,821,1000,0,157,0.20,1002.0,182.0,1406,754,480,286,449,0,475
2026-03-04,17:38:21,1133,1200,0,2,758,2000,0,152,35.03,1035.0,14843.0,1410,781,826,287,450,0,457
2026-03-04,17:38:26,1073,1200,0,3,658,3000,0,152,53.86,1131.0,20715.0,1422,793,967,281,505,0,557
2026-03-04,17:38:31,1208,1200,162,1,2972,1000,0,157,0.40,1005.0,182.0,1410,754,480,292,452,0,469
2026-03-04,17:38:36,1217,1200,324,2,2776,2000,0,157,0.20,969.0,81.0,1408,768,475,292,451,0,457
2026-03-04,17:38:41,1197,1200,114,3,1338,3000,0,157,0.20,1026.0,182.0,1422,768,480,289,446,0,457
2026-03-04,17:38:46,1202,1200,1000,1,2287,1000,0,159,57.51,996.0,20715.0,1404,756,1055,286,492,0,439
2026-03-04,17:38:51,1227,1200,1000,2,2225,2000,0,157,34.22,1005.0,18083.0,1410,768,2170,287,570,0,439
2026-03-04,17:38:56,1174,1200,894,3,2258,3000,0,157,0.20,1062.0,182.0,1418,795,2492,284,633,0,392
2026-03-04,17:39:01,1262,1200,204,1,0,0,0,130,0.20,966.0,182.0,1408,756,469,293,466,0,680
2026-03-04,17:39:06,1191,1200,1000,1,0,1000,0,159,56.49,1017.0,20715.0,1404,756,445,291,493,0,1002
2026-03-04,17:39:11,1193,1200,1000,2,0,2000,0,159,0.20,1008.0,182.0,1412,768,475,289,449,0,469
2026-03-04,17:39:16,1217,1200,834,1,0,0,0,130,0.40,1020.0,81.0,1404,754,457,290,451,0,475
2026-03-04,17:39:21,1206,1200,1000,1,0,1000,0,156,56.90,1005.0,20715.0,1402,768,457,288,490,0,1008
2026-03-04,17:39:26,1182,1200,1000,2,0,2000,0,156,56.49,1002.0,20715.0,1408,781,398,284,565,0,2140
2026-03-04,17:39:31,1187,1200,1000,3,0,3000,0,159,55.48,999.0,20715.0,1426,793,381,285,632,0,3020
2026-03-04,17:39:36,1210,1200,0,1,972,1000,0,152,57.51,1005.0,20715.0,1408,756,1038,292,496,0,428
2026-03-04,17:39:41,1152,1200,0,2,776,2000,0,152,25.31,1050.0,9801.0,1414,766,897,286,551,0,475
2026-03-04,17:39:46,1184,1200,904,4,5949,3000,0,109,56.29,1020.0,20715.0,1422,779,3026,287,636,0,475
2026-03-04,17:39:51,1184,1200,906,1,287,1000,0,157,0.40,1029.0,182.0,1404,758,457,286,458,0,938
2026-03-04,17:39:56,1189,1200,630,2,225,2000,0,157,0.20,1005.0,182.0,1408,781,469,287,449,0,469
2026-03-04,17:40:01,1212,1200,360,3,258,3000,0,157,0.20,1017.0,81.0,1422,793,457,282,447,0,451
2026-03-04,17:40:06,1189,1200,762,1,2572,1000,0,157,0.20,1017.0,81.0,1406,754,486,292,452,0,457
2026-03-04,17:40:11,1167,1200,924,2,2376,2000,0,157,0.20,1026.0,182.0,1412,768,2070,290,565,0,451
2026-03-04,17:40:17,1202,1200,912,3,805,3000,0,157,0.40,1038.0,81.0,1420,768,2879,290,572,0,369
2026-03-04,17:40:22,1187,1200,1000,1,1887,1000,0,159,57.71,1002.0,20715.0,1402,754,1073,289,495,0,439
2026-03-04,17:40:27,1197,1200,1000,2,1691,2000,0,159,56.09,990.0,20715.0,1404,770,2199,285,567,0,381
2026-03-04,17:40:32,1202,1200,1000,3,1725,3000,0,159,55.08,1011.0,20715.0,1422,793,2932,281,632,0,422
2026-03-04,17:40:37,1184,1200,1000,1,0,0,0,130,56.49,987.0,20715.0,1404,758,439,287,469,0,604
2026-03-04,17:40:42,1202,1200,1000,1,0,1000,0,156,56.29,1005.0,20715.0,1406,758,439,289,492,0,1008
2026-03-04,17:40:47,1189,1200,1000,2,0,2000,0,156,0.40,1002.0,182.0,1418,768,469,289,452,0,480
2026-03-04,17:40:52,1200,1200,776,1,5887,0,0,160,58.92,990.0,20715.0,1402,756,439,291,471,0,645
2026-03-04,17:40:57,1206,1200,384,2,5691,1000,0,160,0.20,1008.0,81.0,1404,768,457,286,446,0,457
2026-03-04,17:41:02,1219,1200,456,3,5725,2000,0,160,0.20,1026.0,182.0,1414,779,457,286,447,0,457
2026-03-04,17:41:07,1178,1200,1000,4,0,3000,0,135,55.68,1032.0,20715.0,1426,793,381,284,634,0,3085
2026-03-04,17:41:12,1202,1200,456,1,438,1000,0,157,0.20,1002.0,182.0,1406,756,475,291,448,0,480
2026-03-04,17:41:17,1206,1200,612,2,242,2000,0,157,0.20,1008.0,182.0,1412,768,480,287,447,0,457
2026-03-04,17:41:22,1210,1200,104,4,5549,3000,0,109,0.20,1002.0,81.0,1420,781,480,285,448,0,457
2026-03-04,17:41:27,1182,1200,1000,1,0,1000,0,159,56.70,996.0,20715.0,1402,754,428,288,493,0,1061
2026-03-04,17:41:32,1189,1200,1000,2,0,2000,0,159,56.90,993.0,20715.0,1408,779,416,282,564,0,2111
2026-03-04,17:41:37,1200,1200,1000,3,0,3000,0,157,42.12,1005.0,20614.0,1424,791,445,283,632,0,2803
2026-03-04,17:41:42,1215,1200,1000,1,2038,1000,0,159,58.32,1020.0,20715.0,1404,756,1067,293,492,0,451
2026-03-04,17:41:47,1223,1200,1000,2,1842,2000,0,159,56.90,1008.0,20715.0,1408,770,2211,290,572,0,410
2026-03-04,17:41:52,1210,1200,1000,3,0,3000,0,159,54.87,1002.0,20715.0,1424,779,3085,286,637,0,363
2026-03-04,17:41:57,1208,1200,1000,1,1354,1000,0,156,57.10,996.0,20715.0,1406,754,1026,289,493,0,428
2026-03-04,17:42:02,1204,1200,1000,2,1158,2000,0,159,55.89,999.0,20715.0,1408,781,2187,285,568,0,416
2026-03-04,17:42:07,1197,1200,1000,3,1191,3000,0,159,55.08,1005.0,20715.0,1422,795,3049,286,640,0,398
2026-03-04,17:42:12,1202,1200,16,1,5505,0,0,160,0.20,1008.0,81.0,1410,758,486,292,451,0,486
2026-03-04,17:42:17,1152,1200,688,2,5842,1000,0,160,48.80,990.0,20614.0,1410,756,486,291,488,0,498
2026-03-04,17:42:22,1200,1200,480,3,5738,2000,0,160,0.40,1011.0,182.0,1414,768,486,288,451,0,486
2026-03-04,17:42:27,1202,1200,636,1,2821,1000,0,157,0.20,1008.0,81.0,1402,754,475,288,450,0,451
2026-03-04,17:42:32,1221,1200,378,2,2758,2000,0,157,0.20,996.0,81.0,1406,768,457,289,448,0,451
2026-03-04,17:42:37,1234,1200,294,3,2658,3000,0,157,0.40,1044.0,182.0,1422,793,457,283,443,0,445
2026-03-04,17:42:42,1193,1200,56,4,5525,3000,0,109,0.40,996.0,182.0,1428,808,445,285,446,0,457
2026-03-04,17:42:47,1217,1200,1000,1,38,1000,0,157,3.24,1041.0,182.0,1404,754,457,289,488,0,1032
2026-03-04,17:42:52,1208,1200,1000,2,0,2000,0,159,0.20,1002.0,81.0,1414,768,486,288,447,0,475
2026-03-04,17:42:57,1206,1200,30,1,0,0,0,130,0.20,1002.0,182.0,1406,754,475,292,452,0,469
2026-03-04,17:43:02,1204,1200,1000,1,0,1000,0,159,57.10,1002.0,20715.0,1400,766,439,289,492,0,1014
2026-03-04,17:43:07,1191,1200,1000,2,0,2000,0,159,56.09,1008.0,20715.0,1408,781,439,283,565,0,2117
2026-03-04,17:43:12,1193,1200,1000,3,0,3000,0,159,55.89,1011.0,20715.0,1420,795,498,284,633,0,2862
2026-03-04,17:43:17,1202,1200,1000,1,1505,1000,0,159,57.30,1014.0,20715.0,1404,756,1038,289,494,0,457
2026-03-04,17:43:22,1172,1200,1000,2,1309,2000,0,159,58.11,966.0,20715.0,1412,768,2146,288,568,0,428
2026-03-04,17:43:27,1210,1200,1000,3,0,3000,0,159,54.87,1002.0,20715.0,1424,779,3085,286,637,0,363
2026-03-04,17:43:32,1221,1200,102,1,821,1000,0,157,0.20,1002.0,182.0,1406,754,480,286,449,0,475
2026-03-04,17:43:37,1133,1200,0,2,758,2000,0,152,35.03,1035.0,14843.0,1410,781,826,287,450,0,457
2026-03-04,17:43:42,1073,1200,0,3,658,3000,0,152,53.86,1131.0,20715.0,1422,793,967,281,505,0,557
2026-03-04,17:43:47,1208,1200,162,1,2972,1000,0,157,0.40,1005.0,182.0,1410,754,480,292,452,0,469
2026-03-04,17:43:52,1217,1200,324,2,2776,2000,0,157,0.20,969.0,81.0,1408,768,475,292,451,0,457
2026-03-04,17:43:57,1197,1200,114,3,1338,3000,0,157,0.20,1026.0,182.0,1422,768,480,289,446,0,457
2026-03-04,17:44:02,1202,1200,1000,1,2287,1000,0,159,57.51,996.0,20715.0,1404,756,1055,286,492,0,439
2026-03-04,17:44:07,1227,1200,1000,2,2225,2000,0,157,34.22,1005.0,18083.0,1410,768,2170,287,570,0,439
2026-03-04,17:44:12,1174,1200,894,3,2258,3000,0,157,0.20,1062.0,182.0,1418,795,2492,284,633,0,392
2026-03-04,17:44:17,1262,1200,204,1,0,0,0,130,0.20,966.0,182.0,1408,756,469,293,466,0,680
2026-03-04,17:44:22,1191,1200,1000,1,0,1000,0,159,56.49,1017.0,20715.0,1404,756,445,291,493,0,1002
2026-03-04,17:44:27,1193,1200,1000,2,0,2000,0,159,0.20,1008.0,182.0,1412,768,475,289,449,0,469
2026-03-04,17:44:32,1217,1200,834,1,0,0,0,130,0.40,1020.0,81.0,1404,754,457,290,451,0,475
2026-03-04,17:44:37,1206,1200,1000,1,0,1000,0,156,56.90,1005.0,20715.0,1402,768,457,288,490,0,1008
2026-03-04,17:44:42,1182,1200,1000,2,0,2000,0,156,56.49,1002.0,20715.0,1408,781,398,284,565,0,2140
2026-03-04,17:44:47,1187,1200,1000,3,0,3000,0,159,55.48,999.0,20715.0,1426,793,381,285,632,0,3020
2026-03-04,17:44:52,1202,1200,1000,1,1505,1000,0,159,57.30,1014.0,20715.0,1404,756,1038,289,494,0,457
2026-03-04,17:44:57,1172,1200,1000,2,1309,2000,0,159,58.11,966.0,20715.0,1412,768,2146,288,568,0,428
2026-03-04,17:45:02,1210,1200,1000,3,0,3000,0,159,54.87,1002.0,20715.0,1424,779,3085,286,637,0,363
2026-03-04,17:45:07,1221,1200,102,1,821,1000,0,157,0.20,1002.0,182.0,1406,754,480,286,449,0,475
2026-03-04,17:45:12,1133,1200,0,2,758,2000,0,152,35.03,1035.0,14843.0,1410,781,826,287,450,0,457
2026-03-04,17:45:17,1073,1200,0,3,658,3000,0,152,53.86,1131.0,20715.0,1422,793,967,281,505,0,557
2026-03-04,17:45:22,1208,1200,162,1,2972,1000,0,157,0.40,1005.0,182.0,1410,754,480,292,452,0,469
2026-03-04,17:45:27,1217,1200,324,2,2776,2000,0,157,0.20,969.0,81.0,1408,768,475,292,451,0,457
2026-03-04,17:45:32,1197,1200,114,3,1338,3000,0,157,0.20,1026.0,182.0,1422,768,480,289,446,0,457
2026-03-04,17:45:37,1202,1200,1000,1,2287,1000,0,159,57.51,996.0,20715.0,1404,756,1055,286,492,0,439
2026-03-04,17:45:42,1227,1200,1000,2,2225,2000,0,157,34.22,1005.0,18083.0,1410,768,2170,287,570,0,439
2026-03-04,17:45:47,1174,1200,894,3,2258,3000,0,157,0.20,1062.0,182.0,1418,795,2492,284,633,0,392
2026-03-04,17:45:52,1262,1200,204,1,0,0,0,130,0.20,966.0,182.0,1408,756,469,293,466,0,680
2026-03-04,17:45:57,1191,1200,1000,1,0,1000,0,159,56.49,1017.0,20715.0,1404,756,445,291,493,0,1002
2026-03-04,17:46:02,1193,1200,1000,2,0,2000,0,159,0.20,1008.0,182.0,1412,768,475,289,449,0,469
2026-03-04,17:46:07,1217,1200,834,1,0,0,0,130,0.40,1020.0,81.0,1404,754,457,290,451,0,475
2026-03-04,17:46:12,1206,1200,1000,1,0,1000,0,156,56.90,1005.0,20715.0,1402,768,457,288,490,0,1008
2026-03-04,17:46:17,1182,1200,1000,2,0,2000,0,156,56.49,1002.0,20715.0,1408,781,398,284,565,0,2140
2026-03-04,17:46:22,1187,1200,1000,3,0,3000,0,159,55.48,999.0,20715.0,1426,793,381,285,632,0,3020
2026-03-04,17:46:27,1210,1200,0,1,972,1000,0,152,57.51,1005.0,20715.0,1408,756,1038,292,496,0,428
2026-03-04,17:46:32,1152,1200,0,2,776,2000,0,152,25.31,1050.0,9801.0,1414,766,897,286,551,0,475
2026-03-04,17:46:37,1184,1200,904,4,5949,3000,0,109,56.29,1020.0,20715.0,1422,779,3026,287,636,0,475
2026-03-04,17:46:42,1184,1200,906,1,287,1000,0,157,0.40,1029.0,182.0,1404,758,457,286,458,0,938
2026-03-04,17:46:47,1189,1200,630,2,225,2000,0,157,0.20,1005.0,182.0,1408,781,469,287,449,0,469
2026-03-04,17:46:52,1212,1200,360,3,258,3000,0,157,0.20,1017.0,81.0,1422,793,457,282,447,0,451
2026-03-04,17:46:57,1189,1200,762,1,2572,1000,0,157,0.20,1017.0,81.0,1406,754,486,292,452,0,457
2026-03-04,17:47:02,1167,1200,924,2,2376,2000,0,157,0.20,1026.0,182.0,1412,768,2070,290,565,0,451
2026-03-04,17:47:07,1202,1200,912,3,805,3000,0,157,0.40,1038.0,81.0,1420,768,2879,290,572,0,369
2026-03-04,17:47:12,1202,1200,1000,1,2287,1000,0,159,57.51,996.0,20715.0,1404,756,1055,286,492,0,439
2026-03-04,17:47:17,1227,1200,1000,2,2225,2000,0,157,34.22,1005.0,18083.0,1410,768,2170,287,570,0,439
2026-03-04,17:47:22,1174,1200,894,3,2258,3000,0,157,0.20,1062.0,182.0,1418,795,2492,284,633,0,392
2026-03-04,17:47:27,1262,1200,204,1,0,0,0,130,0.20,966.0,182.0,1408,756,469,293,466,0,680
2026-03-04,17:47:32,1191,1200,1000,1,0,1000,0,159,56.49,1017.0,20715.0,1404,756,445,291,493,0,1002
2026-03-04,17:47:37,1193,1200,1000,2,0,2000,0,159,0.20,1008.0,182.0,1412,768,475,289,449,0,469
2026-03-04,17:47:42,1217,1200,834,1,0,0,0,130,0.40,1020.0,81.0,1404,754,457,290,451,0,475
2026-03-04,17:47:47,1206,1200,1000,1,0,1000,0,156,56.90,1005.0,20715.0,1402,768,457,288,490,0,1008
2026-03-04,17:47:52,1182,1200,1000,2,0,2000,0,156,56.49,1002.0,20715.0,1408,781,398,284,565,0,2140
2026-03-04,17:47:57,1187,1200,1000,3,0,3000,0,159,55.48,999.0,20715.0,1426,793,381,285,632,0,3020
2026-03-04,17:48:02,1210,1200,0,1,972,1000,0,152,57.51,1005.0,20715.0,1408,756,1038,292,496,0,428
2026-03-04,17:48:07,1152,1200,0,2,776,2000,0,152,25.31,1050.0,9801.0,1414,766,897,286,551,0,475
2026-03-04,17:48:12,1184,1200,904,4,5949,3000,0,109,56.29,1020.0,20715.0,1422,779,3026,287,636,0,475
2026-03-04,17:48:17,1184,1200,906,1,287,1000,0,157,0.40,1029.0,182.0,1404,758,457,286,458,0,938
2026-03-04,17:48:22,1189,1200,630,2,225,2000,0,157,0.20,1005.0,182.0,1408,781,469,287,449,0,469
2026-03-04,17:48:27,1212,1200,360,3,258,3000,0,157,0.20,1017.0,81.0,1422,793,457,282,447,0,451
2026-03-04,17:48:32,1189,1200,762,1,2572,1000,0,157,0.20,1017.0,81.0,1406,754,486,292,452,0,457
2026-03-04,17:48:37,1217,1200,324,2,2776,2000,0,157,0.20,969.0,81.0,1408,768,475,292,451,0,457
2026-03-04,17:48:42,1197,1200,114,3,1338,3000,0,157,0.20,1026.0,182.0,1422,768,480,289,446,0,457
2026-03-04,17:48:47,1202,1200,1000,1,2287,1000,0,159,57.51,996.0,20715.0,1404,756,1055,286,492,0,439
2026-03-04,17:48:52,1227,1200,1000,2,2225,2000,0,157,34.22,1005.0,18083.0,1410,768,2170,287,570,0,439
2026-03-04,17:48:57,1174,1200,894,3,2258,3000,0,157,0.20,1062.0,182.0,1418,795,2492,284,633,0,392
2026-03-04,17:49:02,1262,1200,204,1,0,0,0,130,0.20,966.0,182.0,1408,756,469,293,466,0,680
2026-03-04,17:49:07,1191,1200,1000,1,0,1000,0,159,56.49,1017.0,20715.0,1404,756,445,291,493,0,1002
2026-03-04,17:49:12,1193,1200,1000,2,0,2000,0,159,0.20,1008.0,182.0,1412,768,475,289,449,0,469
2026-03-04,17:49:17,1217,1200,834,1,0,0,0,130,0.40,1020.0,81.0,1404,754,457,290,451,0,475
2026-03-04,17:49:22,1206,1200,1000,1,0,1000,0,156,56.90,1005.0,20715.0,1402,768,457,288,490,0,1008
2026-03-04,17:49:27,1182,1200,1000,2,0,2000,0,156,56.49,1002.0,20715.0,1408,781,398,284,565,0,2140
2026-03-04,17:49:32,1187,1200,1000,3,0,3000,0,159,55.48,999.0,20715.0,1426,793,381,285,632,0,3020
2026-03-04,17:49:37,1210,1200,0,1,972,1000,0,152,57.51,1005.0,20715.0,1408,756,1038,292,496,0,428
2026-03-04,17:49:42,1152,1200,0,2,776,2000,0,152,25.31,1050.0,9801.0,1414,766,897,286,551,0,475
2026-03-04,17:49:47,1184,1200,904,4,5949,3000,0,109,56.29,1020.0,20715.0,1422,779,3026,287,636,0,475
2026-03-04,17:49:52,1184,1200,906,1,287,1000,0,157,0.40,1029.0,182.0,1404,758,457,286,458,0,938
2026-03-04,17:49:57,1189,1200,630,2,225,2000,0,157,0.20,1005.0,182.0,1408,781,469,287,449,0,469
2026-03-04,17:50:02,1212,1200,360,3,258,3000,0,157,0.20,1017.0,81.0,1422,793,457,282,447,0,451
2026-03-04,17:50:07,1189,1200,762,1,2572,1000,0,157,0.20,1017.0,81.0,1406,754,486,292,452,0,457
2026-03-04,17:50:12,1167,1200,924,2,2376,2000,0,157,0.20,1026.0,182.0,1412,768,2070,290,565,0,451
2026-03-04,17:50:17,1202,1200,912,3,805,3000,0,157,0.40,1038.0,81.0,1420,768,2879,290,572,0,369
2026-03-04,17:50:22,1187,1200,1000,1,1887,1000,0,159,57.71,1002.0,20715.0,1402,754,1073,289,495,0,439
2026-03-04,17:50:27,1197,1200,1000,2,1691,2000,0,159,56.09,990.0,20715.0,1404,770,2199,285,567,0,381
2026-03-04,17:50:32,1202,1200,1000,3,1725,3000,0,159,55.08,1011.0,20715.0,1422,793,2932,281,632,0,422
2026-03-04,17:50:37,1184,1200,1000,1,0,0,0,130,56.49,987.0,20715.0,1404,758,439,287,469,0,604
2026-03-04,17:50:42,1202,1200,1000,1,0,1000,0,156,56.29,1005.0,20715.0,1406,758,439,289,492,0,1008
2026-03-04,17:50:47,1189,1200,1000,2,0,2000,0,156,0.40,1002.0,182.0,1418,768,469,289,452,0,480
